reconstructed,n_fragments,smiles,synth_own_score,real_ra_score,lambda,pocket_data_id,pocket_target,n_attempted,n_reconstructed,n_single_fragment
True,4.0,CCCCCC(NC(=O)c1ccccc1)c1ccc(C)cn1.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,6.0,C#C.C=CCCN(CC)CC(CNC(=N)N=C)C1=CCC(O)C(O)C1=CO.O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,4.0,C#C.C=O.N.O=COc1cc(CCO)cc(N2CC3C(O)OOCC3C2=O)c1,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,CC=C=C(CCC(=O)O)C1=CCC(CC(C)C(=O)O)C=C1.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
False,,,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,CC(=O)NCCC(C)(COCC(C)O)NNOCCC(O)(O)C(=O)CO.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,5.0,C.C=C(C=CCC=CCCCO)C1CCCCC1.CC1NCNC(=N)C1N.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,6.0,C.C#C.CCCNCCCC(=CC(C)NC(N)=O)C(F)C(=O)N(CO)C(C)=O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
False,,,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,1.0,CCNC(CC)CC(NCC12CCC(O)C(O)(CC1)C2)C1CC=CC(=N)N1,0.6879749298095703,0.14511041343212128,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,6.0,C.C.C.C=C(O)F.CCC(=O)O.N=C1C=CN(CCCCCCO)C(=O)CC1,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,CC(=CCCC(CC=O)COCC1=CCC(=O)CCC1O)N=C=O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,C=C(CCCF)C(O)=C=C1CC=NCC1N.F.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,CCC(C=CC(O)C(O)OC)CC(C=NON)C1C=CCC=C1.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,7.0,C.C.C.CCC=NC=NC(C(O)=C=CCCCCO)N(C)CC(O)O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,10.0,C.C.C#CC1=CC(CCCCCNCO)C(CC#CO)C=C1CCC.CC.CNN.O.O.O.O.S,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,4.0,C=O.O.O.O=CCC1=NC(=NC2C=CN=CC2O)C=C(CCCO)C1,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,1.0,NCCC1C=C(OCO)NC(C(O)CN(O)O)=C1,0.8969776630401611,0.33310964703559875,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,6.0,C.C.C=C(O)CCCC(CCN1CC(=O)NC1=O)OC.C=CO.O.S,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,7.0,C.CC1C=NC(=O)C=C1CC(CC#CO)CPOO.F.O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,6.0,C.C=CCC(=C=C(O)CC(C)O)CC=CN.C=O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,5.0,CC.CO.NC(=O)c1cccc(C2CC(=O)NC2=O)c1.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,9.0,C.C.C.C.C=CCCCOC(CC(O)C(=O)OC(CO)C(C)N)NC(=O)CO.CCCO.N.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,5.0,CNS(O)(O)CN1C=CCC(C(C=O)CO)C1=O.O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,CN(CC=O)CC1=CN(CC(C=N)C=O)C=C2NC(CF)CC12.N.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,O.O.O=CCCCC(=C=C(O)C1=CCC(=O)C1)CC(=O)O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,12.0,C.C.C.C.C#C.C#N.CCO.N=CC(=O)O.O.O.O.OC1CCNC(C2C=NCCN2)CC1,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,3.0,C=CC(O)CC1=NN2C(CNCC(=O)O)c3cc(=N)[nH]cc3N2C1O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,14.0,C.C.C.C#C.C#CCC(=C)C.C1CNCN1.COC(N)C=N.F.N=CN.O.O.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
True,9.0,C.C.C=O.CN(C)C1CC(=N)NCC1CCOCCCCO.CO.F.O.O.O,,,1.0,0,BSD_ASPTE_1_130_0,30,28,2
