reconstructed,n_fragments,smiles,synth_own_score,real_ra_score,lambda,pocket_data_id,pocket_target,n_attempted,n_reconstructed,n_single_fragment
True,1,CN1C=NC2=C(C1)OC(C1CC(=O)NCC1=O)C2CCC(O)C(=O)O,0.5840942859649658,0.041677337139844894,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC1CC(O)C(O)C(C2(C=C3NCC(F)O3)NC3=CC(=O)N(N)NC(=O)C3C2=O)C1C,0.2096804827451706,0.008924110792577267,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=CC(CC1CCNC1=O)c1cc(N2CC(O)OCC2=O)cc(C(F)(F)F)c1,0.5269227027893066,0.8361007571220398,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,C=NC(C(=O)O)C1C=CC(C(CC(F)F)CC(O)CO)C=C1F,0.8082656264305115,0.03773685544729233,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,5,CC(=O)C(O)CCCC(=O)O.CC(C)=C(CCCC(=O)N1CCCC1=O)C(CF)CC(F)(F)F.CC12CCCCC1C(CO)CC(O)C2.CC1COC2=C1C(CO)OC2=O.CNC(=O)F,,,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,2,CC(=O)CC1CC(COCCCO)NC1C=O.O=C1OCC(O)C(O)C1NO,,,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC(CC=CC(C1=CC2CON(C)C2C(O)=C1)C1C=CC(O)=C(O)C=C1)C(N)=O,0.5898105502128601,0.003193729091435671,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC(O)C(CO)C(=O)C1CC=C(C(=CCCCN)C=C2NC(N(C)C)CC(O)C2O)N1,0.5411752462387085,0.0025980856735259295,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C(O)C(O)C(F)C(CO)N=c1[nH]c(C(F)C(F)F)cc2c1[nH]c(=O)n2C1=CCC=CC1,0.25746428966522217,0.032696787267923355,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC1CC(C(C)(C)O)CCC1NC(CC1CCCCC1)C1C=CCC(O)=C1,0.7185573577880859,0.4453827738761902,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,NC(C=O)CC(=O)NC1=NC(CN2CC(N)CCCC2=O)=C2CCC(F)OC12,0.382828027009964,0.7122473120689392,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C(O)CCC1CC(=C2CNN(O)C2)CC(N2C=CC(O)C(O)C2=O)O1,0.7299830913543701,0.08578207343816757,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C1NCNCC=C1NC(CCCCO)C(=O)O,0.8982597589492798,0.9299106001853943,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,NC(=O)CC1c2ccccc2C(O)C2CC(C(O)C(=O)O)C(O)CC12,0.5819610357284546,0.08298534899950027,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,COCc1cc(C(C)OCCC(N)C=S)nc(N(CO)CCC(O)C(=O)O)n1,0.5622686743736267,0.2289835661649704,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,NCN(CCCC(=O)O)C(=O)OC1CC2=C3C=CC=CC3C(=O)C2C1C(O)C(=O)C1COC(O)N1,0.3387933671474457,0.01417922880500555,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,2,CC(=O)N1CCCC(C2=NONC2(C)C(=O)O)C1.NC(=O)O[SH](O)O,,,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,C=Cc1cc(C(=O)O)cc(N2CC(O)CC2=O)c1,0.8891254663467407,0.6339531540870667,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C(CCO)OC1CC(n2cnc(=O)[nH]c2=O)CN2C(=O)COCC12,0.578535795211792,0.4377628564834595,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,N=CN(CC(C(F)F)C(N)(O)F)C(CC=CC(=O)O)O[PH](O)(O)O,0.5869984030723572,0.0895375981926918,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CCOC(NC=N)C(=C=C(O)C(C)C(=O)O)N=CCCN,0.6670132875442505,0.20559677481651306,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,OCC(O)C(O)C1CC2=CN(O)C=NC2=NC2CC(O)CC21,0.7528294920921326,0.25828275084495544,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,Cc1cc(CCN(C(=O)CC(=S)N2CCC(O)C(O)C2=O)C(=O)C(=O)OC(CO)CCN)ccn1,0.4625718891620636,0.13970379531383514,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C1NC(C(NS(O)(O)O)C(=O)O)CC2CC(O)C(O)CC12,0.636891782283783,0.8075264096260071,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,NCCC(O)C(CO)OC(=O)C(CC1COCCO1)N=C1CCCN1,0.6960243582725525,0.2535942792892456,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC(O)CCC1=NOC(c2cc[nH]c(=O)n2)C=C1C(=O)O,0.7544834613800049,0.27445894479751587,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CCC(CO)OC1=NC2C(=O)NC(CC)(CO)CC2N=C1OC1=C=CCC=C=C(C(=O)O)N1,0.49873682856559753,0.01182635873556137,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC(O)C1C(=O)C2(CC1O)NC1C=NC(=N)C=C1[PH](O)(NC1COOC1)N2,0.2816101908683777,0.0224621519446373,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,NC(C(CNC(O)C(O)C(O)C(=O)O)Nc1ccc(O)cc1)C(O)(O)c1ccccc1,0.3550393879413605,0.03301670774817467,0.01,0,BSD_ASPTE_1_130_0,30,30,27
True,1,N=c1[nH]c2c([nH]1)N(C(CO)C(O)C(=O)O)C=C(C(=O)N1CC(O)CCC1=O)C2,0.4129757881164551,0.15993823111057281,0.01,0,BSD_ASPTE_1_130_0,30,30,27
